,"CD8-positive, alpha-beta T cell",gamma-delta T cell,fibroblast,plasma cell,intestinal crypt stem cell of colon,"CD4-positive, alpha-beta T cell",B cell,enterocyte of epithelium of large intestine,myeloid leukocyte,BEST4+ enterocyte,regulatory T cell,mast cell,colon endothelial cell,type L enteroendocrine cell,colon macrophage,transit amplifying cell of colon,enterochromaffin-like cell,large intestine goblet cell,paneth cell of colon,enteroglial cell,myofibroblast cell,"naive thymus-derived CD4-positive, alpha-beta T cell",monocyte,innate lymphoid cell,tuft cell of colon,mature NK T cell,natural killer cell,myeloid dendritic cell,neutrophil
Agathobacter rectalis,-0.13693091304540264,0.2917218833641132,0.5952348085607895,0.25668400463569796,0.0560825908430537,0.14978742162700623,-0.22512232019091524,0.33135459790661004,0.4146999186970227,0.01437290015007589,0.00898735567214956,0.22976346889561455,0.018984079187821357,0.13016021561225327,0.7799165367499546,0.075892289776201,0.04249795439363334,-0.044262541690547746,0.37325759144998105,0.09563274803456909,-0.0448119114964278,0.5463912096819036,0.5758809013540911,-0.030127069721611555,-0.40996198540818485,0.4522541069510766,-0.05538894772800118,0.3871876797488306,-0.4410311453135506
Megamonas rupellenesis,0.41777920148979275,-0.21335157878423436,0.36922923571995736,0.15428192035093022,-0.13618182581899343,0.02788910612196585,0.3558955370870102,0.18176833593457026,0.32532389414174523,0.7429321753546456,-0.3192724835133154,0.6351637724905872,0.18130678125696387,-0.11963521449693845,-0.24909408772169692,0.09326388276688995,0.42649503357733776,0.11173526388673974,0.6033464790742042,-0.28535270701546767,0.14637331564618364,-0.22571803332393572,0.25908956478749035,0.4160662170291901,0.02377146189568402,-0.6312641569881402,0.20968444403894834,0.28102156552005286,0.27128842648850926
Lactiplantibacillus plantarum,0.5207346575466462,-0.17131610389471466,0.3540648316351348,0.5077522537433925,-0.38357627520195503,0.24589554777569317,-0.001253949302301438,0.12554319806950623,0.2543029450615009,0.0038314307659343128,-0.05271242374848353,0.16024572524640737,-0.17617378165884076,-0.17574753866555562,0.353811984886951,-0.1946382105475968,0.3498937502727636,0.28877738785618534,-0.3677420186371789,-0.053269395700696526,0.5082328209142117,-0.1443496593419045,0.010678721307183697,0.28861826797556894,0.38501715278477866,0.07453833418665129,-0.029253058407492483,0.5767109585095522,0.6716698991392737
Enterococcus faecalis,0.4436574152345386,0.1755954427695072,-0.0924797164922779,-0.09913332196696958,0.30675423157972725,0.2755194662666051,0.5704795778839288,0.3451350277608417,-0.30092409052794533,0.46558428531687557,-0.14941818819432387,0.03480861841429453,0.22506006187550834,0.7487002469351893,1.0829755668016081,0.33201691774085484,0.09504101438388363,0.31035169454416506,0.4162966277621508,0.05379971233284249,0.6885634067736967,0.2190212277574206,0.2993229267274182,0.3497772756163384,0.2764759831843367,0.4016821501408836,-0.035175955964076966,-0.01749052618380917,-0.1800462698915085
Butyrivibrio fibrisolvens,0.2818503691860679,0.3836809510536342,0.28733185984556575,0.6523477300042612,0.14832119435128602,0.3506224966777538,-0.1775102628417943,0.0338700892576797,0.3586613272697332,0.4047306332229432,0.06180991570074533,0.12852022444257993,-0.3053621240042428,0.04289123975801719,0.4171149490559358,0.3225615048319699,0.3001997164143629,0.16493210615428802,0.15211894758845293,-0.048096341842034124,0.3596485260607604,0.2762918833168169,0.29760565439783976,-0.00781045280027412,-0.49600287596137327,0.47914581352610863,0.006348763197478763,-0.10883272921293616,0.3580436735741981
Bacteroides thetaiotaomicron,0.03239620802426112,0.46798091521398655,0.33510178487300923,0.35507079696014326,-0.25978671336016024,0.5135831956159201,0.2283751593701568,0.03921685822613906,0.1930165402026753,-0.38287056986949597,0.27259584344420124,-0.15881145245462144,-0.2558010857530604,-0.30670775586536736,0.4838065124969776,-0.03877901810783663,0.6101183129749498,-0.010740438915689349,-0.36220738727788393,-0.1849573319845977,0.5207434860020815,0.10323054661899975,-0.01448618894718029,0.1980054677558363,0.3005348208502635,0.4852196447707382,0.5845497689678778,0.04206940626327428,-0.24781430582461147
Escherichia coli,0.025960451663017192,0.22808415197486584,-0.13912767786318328,-0.13714527446851285,0.2531363644649656,0.13540429452886465,0.15983909862347595,-0.07754860041002085,0.0808797857382698,-0.12726994328049132,0.417059523337436,0.46057480041712573,-0.4038563586714281,-0.128853258057723,-0.29895877652702374,-0.04500718032206946,0.12496860906289174,-0.28489356590955905,-0.12655794393759393,-0.15118721162444956,0.2121801988196832,0.17080330111087513,-0.066521266001176,0.20304626164181938,-0.014004025376179619,0.06850346690218402,0.6520356270895611,0.5521383155371044,-0.23987437107827927
Bifidobacterium dentium,0.3989197253637523,0.39341896634747764,-0.19447898662578547,0.3956332931264582,0.6113795755237659,-0.18676344187332414,-0.1252508463042791,0.45529844005305076,0.2314485932476944,0.31544288257185693,0.252176764920149,0.26720877627844325,-0.24794163849332487,0.4641953119864345,0.500876997728332,0.08118277677959167,0.13695691505584126,-0.30933225076671667,0.30427642680535044,0.32161723251424323,0.1313426949002067,0.48730600796115076,0.049776830706017836,0.3193817777680801,-0.15589930160763468,0.14293435473772856,0.09769372262914924,0.21759237661228248,0.03914192134999242
Bacillota,0.11055822129849965,0.3978141514324519,0.01897072882853476,-0.3319731302216038,0.6748751712616262,0.564436223607146,-0.23767880853168558,0.35691234157355833,-0.0008924311654029404,0.22904616459931787,0.2382672387040481,0.07967765990510339,-0.08512969967591894,-0.05716231569487781,-0.12485757464437272,-0.0995466624691334,0.12984651298519342,-0.06472799673322555,0.35461561971378597,0.5961738466007782,-0.024015972411012887,0.2218213501606131,0.29990553309088014,0.2916006812757823,0.17278658037482622,0.3728047255079167,0.29467468580419715,-0.22129872669818937,0.4107468193167819
Bacteroides,0.41618725118002264,-0.07898583125357447,0.1613813506342806,0.35499869784332083,0.08720585412619153,0.4718934143298035,0.8591617483858083,-0.0857958097904947,-0.26431338094613244,0.2411455786814627,0.36646875153784303,0.0807400878465693,0.5859781989963103,-0.25158173991697463,0.3578755869094833,-0.03175824622766801,0.665813371862189,0.7477546059504355,-0.07999697633500436,-0.014867140772574033,0.4078763660939405,0.03386080506314562,0.13637663462032854,0.15761652616272304,-0.42590194685929683,0.1458486761717288,-0.05691833221925216,0.002063153280068397,0.5830896010406442
Desulfovibrio,-0.22695206828377687,0.3939615560243932,0.06631112090045745,0.06607194945124968,0.38711156881551334,0.2520153883706671,0.32118389916585927,0.44045539815985835,0.050607485045003175,-0.03367102035232508,-0.1755451579673394,-0.09762315899368654,1.0347283275926176,0.523403874221036,-0.25532230986240645,-0.24673738702307105,0.29455981851554747,0.3141794392133901,0.3146651505952093,0.07351326193389064,0.11236372199912993,0.2483638572478072,0.17576790188799912,-0.5157901118242605,0.08106011082744186,-0.10542193027809407,0.20256342567255362,1.045577700781023,0.2602444996422913
Lactobacillus,0.05594109414828062,0.4265404505931757,0.2948063661627638,0.27602834713555235,0.3320551779647013,0.7669630694488624,-0.18926653059777468,0.29208962304343633,-0.1279143389944615,0.31665379390267445,-0.12560595344582828,0.024789955918474688,0.0614730257286281,0.44274501580341274,0.4255363331827241,-0.22371521293391536,0.16648023329995462,-0.0628739564247518,-0.22755147320260036,0.08489488487268887,0.05745516346325408,0.8780149459036567,0.27988794760820884,-0.26328525022627114,-0.01943220125128267,0.45641498862881946,0.7765328318609775,-0.3257949936713874,-0.41397731554171346
Prevotellaceae,0.7112895526115347,0.2668842532112712,-0.11048781956290996,0.3103887258367306,-0.6407243217050633,0.1510126519791483,0.24834635185292558,0.42728104186134896,-0.1541687856877613,0.1757061484210077,-0.12762738781787616,0.2266151267022951,-0.11860389670890722,0.027569748251933812,-0.14874461843706874,0.3453408725470971,0.40753533499699957,0.07961382901277586,0.16147139848800848,-0.2845774243900633,0.06009700559796388,0.13493861488747655,0.9362379273089925,-0.18359010773224907,0.5892531716257312,0.44905763203974236,0.2341909213470409,0.67758614525854,0.2616316417820589
Thermodesulfobacteriota,0.2667477587003786,0.1340638040947364,0.5170706647255883,0.4789407701432651,-0.037703186248863735,-0.2457741583796302,0.08910580878130286,-0.09001156931929391,0.13094262761539346,0.5212314404052417,0.012809503473963008,0.13715298560652753,0.16740682044251856,0.40452926466158534,-0.5240668001953815,-0.03201008842958902,0.2133851076838418,0.5100236869280583,0.002429265748138454,-0.4129658118125622,0.33591343378984084,-0.04060871664768881,-0.2068999977271084,-0.03730361691396722,0.09464239270324513,-0.03142339936146382,-0.5116698171297207,0.4191198590661397,0.5324625123836166
unclassified Bacteroidales,0.3454565974018517,-0.19130570112744497,0.0895525398157446,0.14804360543116257,0.32963831686857303,0.3505021466154242,-0.07025213963354873,0.1745986669240681,0.28718412138457233,0.5867466966440299,0.3613519619474169,0.3867170062126557,0.17514798837880827,0.5731377435610511,0.27292883878784924,-0.10832637305207113,0.5710109910375571,0.3593709817617083,0.017086793661455324,0.006152109780226983,0.23897266354222851,0.2889554385802754,0.20918767968936192,0.24339260203286545,0.6599872123729141,0.47146294567046565,0.2071906773795073,0.4323931742302449,-0.15975717105826184
unclassified Lachnospiraceae,0.2693781149840427,0.692791904919933,0.08458623138228784,-0.10429017858572545,-0.045626666577918196,-0.1768899112027165,-0.085428572438311,0.03884757042299131,-0.27167010575359263,0.15468550018488092,0.42068315213599417,-0.12232685404407609,0.6057851770925307,0.3032376265582784,0.4591741756872172,-0.047350366155641116,0.4063575681199847,-0.17758017011859392,0.41707425025095257,0.20155180193805936,0.3159753659954351,-0.20267838168745547,-0.11852095268298138,0.3291684654760154,-0.13450440126726024,0.2889618876297369,-0.2601413419380737,0.40445226380000043,-0.21975699443055272
Alistipes,0.31568998130385695,0.3376892800938003,-0.059031545528872464,0.3246079701254181,0.22813267900006678,-0.011652556857821489,-0.15256640522286244,-0.43878770750177365,0.2548950141899081,-0.31944083140861657,0.17860325983239245,0.07096553517532526,0.3537428326314586,0.05938635015304074,0.05116566409587259,0.36956121128648867,0.25051740872523526,0.2448467871548335,0.29078027694255787,-0.31067163696213174,0.37703660399609457,0.3337406382040807,-0.15500493857294914,0.07677585789773961,0.13820781371171065,0.10965096467948018,0.2501579899705604,0.579410034549355,0.4745300183018486
Lacticaseibacillus rhamnosus,-0.2436657580294219,0.3366209970918146,0.5486799958606229,0.26604255620676076,0.47729412755579004,0.7536811337102296,0.4571128638320944,0.22479257869251865,0.463526542225426,0.19346634992906736,0.15717091298548663,0.04457572928588023,0.6190240076496324,-0.09552859978260039,0.6097103174034347,0.29995923712211137,-0.26979185244058246,0.26029478789742644,-0.4800079522954872,0.3376524050493107,0.41556944489669734,-0.027706786695616076,0.18706430878667468,0.7362472301250859,-0.0017240112785810169,-0.16767227611698013,0.5944990207387796,0.7387761571592384,0.15110870155435419
Enterococcus durans,0.45343891062250685,0.5524427746592643,-0.07274526976151521,0.004408249389639518,0.5192623539464205,0.6555042836125529,0.31886425805230645,-0.11394430605061626,0.7461183335098324,-0.009291269343589342,0.049458665648564465,0.25270135034688646,0.6162481262144323,0.4061927929656671,0.2744596501085731,0.28898655903543186,0.16305440059303983,0.3174418543555519,-0.6088680233082908,0.061017762279060486,0.2223965804750343,-0.19530422508585213,0.265896995343468,0.08865863370416355,0.676642709494647,0.6219059175644569,0.010258329264551141,0.10474868652999139,0.12781573031748222
Lacticaseibacillus casei,0.014502157152113199,0.208507495208438,-0.07748462066627707,-0.18918460048125788,0.3368133671700806,0.33885887526654324,-0.0912947278979977,0.4186066292287799,-0.03947331874959942,0.22594957141139435,0.39610320378373676,0.13991623058888608,0.2864222736423403,-0.004928893166271514,0.09106002497157084,0.08824217073589788,-0.07397350396207167,0.09696775106526537,-0.31458548965912403,0.0026538758573685928,0.06453735198909875,0.07314607425138596,0.07755076623876635,0.13147074004196133,0.29383245542581915,0.4123551222397568,-0.04492956805448012,-0.2109602566167433,-0.16261332367293088
Bacteroidales,0.0038391236415218633,0.04442360465504727,-0.08099881985923718,-0.23883499927496835,0.013163751757743536,0.2044279860341914,0.3285088397506694,-0.017226915932496367,0.02610065335696979,-0.12800949265419323,0.14056824888756708,-0.1045285902572444,0.32193834397236,-0.38575994758023335,0.04211109826426128,0.24033220175752262,0.2051503548967513,0.9579100991941489,0.25494000737037226,-0.15121637905260307,0.12136072587327809,-0.3828739000399355,0.12582007521097174,-0.0999168171002276,0.42461708266804854,-0.014862082378660463,0.114970225261426,-0.040667352421321024,0.6716554055559993
Bacteroidia,0.053627170164626495,0.6997671130437605,0.39424552863547996,0.29462001820061584,0.2606199441952559,0.26813918946487547,-0.42830177380368295,0.06633498175477304,0.4035473913552965,0.13533084495776834,-0.2715569540410725,0.13427866482675915,0.6612316548766474,0.5240675146604158,0.13139879719019049,0.435434783117426,0.04004789388958445,-0.36116147604801563,-0.1273397964388663,0.6188666305524593,0.06780207545120874,0.07698480618749458,0.060048541117535825,0.721240976871902,0.637787674608619,0.8156340700344402,0.10228643687998461,0.2386873466241285,-0.3049927648262373
Butyricimonas,0.5930803278354823,-0.20033386538038048,0.2150326691287887,-0.17919075828985323,-0.026660048021608818,-0.10117872931491009,-0.03236257820274535,-0.011736810944693588,-0.014480638477523122,0.4000001735340921,-0.18145883791875603,0.21616242810416003,0.5153877456916675,-0.003958909354018797,-0.06537566722428056,0.08084261244592475,0.5039175625082131,0.2082322892860073,-0.00936428838227954,0.2951629953564119,-0.180687644950927,0.35440785313288437,0.27258219231053027,0.05765745865833477,-0.10157573953416929,-0.11600427668503718,0.31044520090377303,0.5186941507467185,-0.041192324108638434
Negativibacillus,0.2875160110654453,-0.47610810558062056,-0.02538531919715986,0.14068232013872942,-0.12290502509455006,-0.1309519124368788,-0.050333866940665856,0.23765781849791195,0.09380129447808758,-0.5214693699974916,-0.48621004579051985,-0.03205955335715263,0.2873059758160656,-0.6742514528175704,8.094715451081869e-05,-0.007874356955226341,0.5665013334625343,0.03449345648614091,0.26489669542227856,0.19237714202623896,-0.4891699439421602,0.3804621649895212,0.21461895163688638,0.30248059190237686,1.3278713119308978,-0.4752338818495765,0.6674089949283325,0.06376574417989332,0.23619867132090278
Parabacteroides,0.13634632640962735,0.022729099980586948,-0.02094987847162763,0.24885262067190272,-0.3051521090015037,0.37517375025652966,0.02514167853442381,-0.1890208017121073,0.014996142601255896,0.5271447650587718,-0.010600526104866947,0.2575360854628861,-0.06928688271464198,0.3773765549770859,0.35565232163706123,0.7045826499889234,0.09733081635023536,0.350596441427372,0.17942026186168336,0.5387615345589043,-0.06564971628261912,0.3735015938631843,0.09159081116499548,0.13074354686745066,0.17752574533451185,0.2256721189280032,0.11513128706341255,0.2144139549511579,0.6234354172686554
Alloprevotella,0.44563490568456554,0.41074637774906897,0.013338142192838798,-0.11677224846849729,0.43659016747132584,0.4128140377589382,0.5918012027252946,-0.03119418779076885,0.08113540339189587,-0.3418452487576302,0.032258668181738115,0.4489711531738342,0.010051386231540616,0.3421439385602471,0.0928490682006566,0.24721710846646816,-0.1943074169447002,0.17556283489017033,-0.7473407912702169,0.09393115255140455,-0.339141973114542,0.5117983549640448,0.38322220582935335,0.29000129458982427,0.606301868147814,-0.13467495624745116,0.6742089593746674,0.42965746927811543,0.07903341383431618
